lat,long,y_pred,y_input,resid
30.8445016786096,-86.7229366873782,0.0249646298332913,0.047187331081081,0.0222227012477897
30.8724042890268,-86.8441913210726,0.06551034130479,0.0265,-0.03901034130479
30.513516,-87.342185,0,0,0
30.8019561105861,-87.0430195804892,0.121624270389585,0.02575,-0.0958742703895851
30.68641288055,-87.121704320398,0.187396844641919,0.004,-0.183396844641919
30.6959116036377,-87.4360870567722,0.0723563133886354,0.034088122605364,-0.0382681907832714
30.9785743080579,-86.501166205456,0.0344022308854998,0.0538537037037037,0.0194514728182039
30.978381,-86.501346,0.0838739062657778,0.101082661290323,0.0172087550245448
30.554689,-85.166704,0.0726987884983147,0.0221398601398601,-0.0505589283584546
30.3835314713004,-84.7461413837178,0,0.00673281249999999,0.00673281249999999
30.4295664619227,-84.5285109020565,0.0950451770452888,0.0233364485981308,-0.0717087284471579
30.3960033323879,-84.8087767126751,0.0441296808923696,0.00953009259259259,-0.034599588299777
31.135319,-87.014974,0.0493462998534692,0.151031615925059,0.101685316071589
31.135747,-87.015774,0.0464411155723883,0.0754702291255043,0.029029113553116
30.765591,-86.635146,0.0480601059738167,0.00910197368421052,-0.0389581322896062
31.118842,-86.825614,0.00655042554621988,0,-0.00655042554621988
31.16476,-86.98151,0.0220196557283248,0.00535691169919251,-0.0166627440291322
31.058158,-87.047165,0.00928369799048524,0.0288260869565217,0.0195423889660365
30.67906,-86.16288,0.962600530183383,1.38338656428435,0.420786034100971
30.678533,-86.16237,0.0105235500684619,0.00163880257257188,-0.00888474749589001
30.797022,-86.637482,0.0594381530731655,0.0707587719298245,0.0113206188566591
30.90761,-86.39165,0.0132753453794069,0.0452929104477612,0.0320175650683543
31.141284,-86.77791,0,0,0
30.92696,-86.43731,0.547305771423977,0.491023232344133,-0.0562825390798445
30.9266,-86.4371,0.06126774878108,0.0702794283282433,0.00901167954716332
30.9519628174301,-86.0643362183418,0.157014629363067,0.0294910815498231,-0.127523547813244
30.952074,-86.064531,0,0.0224586979957762,0.0224586979957762
30.8453127169084,-87.2247795870083,0.0521937572150244,0,-0.0521937572150244
30.76232,-84.607268,0.0298554543830043,0.0165589430894309,-0.0132965112935734
30.762501,-84.607279,0.0219305193582737,0.0495470297029703,0.0276165103446966
